mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,180.78,20.0,0.0,154.0,0,0,1,0,3,0,1,3,1,4,0,0,0,1,1,1,1,5,0,4,0,5
0,49.12,36.0,1.0,175.57,0,1,0,1,0,2,0,6,1,7,1,2,3,0,1,1,4,4,2,0,0,0
0,37.14,59.0,1.0,5.31,0,1,2,1,0,1,2,3,1,2,0,2,1,0,0,2,0,2,1,2,0,5
1,1627.75,23.0,0.0,52.64,0,1,2,0,1,1,2,1,0,3,0,1,2,1,0,3,0,4,1,0,2,6
0,205.33,40.0,0.0,83.55,0,0,0,2,0,0,1,1,1,1,3,0,2,1,0,1,1,2,0,0,1,1
1,1085.48,44.0,0.0,21.65,0,0,0,0,0,0,2,4,0,3,4,3,1,0,1,2,0,1,0,0,2,1
0,31.65,36.0,0.0,195.57,0,1,1,0,1,0,0,0,1,4,0,0,3,0,2,1,2,3,2,0,0,1
1,1199.62,39.0,0.0,49.76,0,1,1,0,2,4,1,1,0,4,0,0,1,1,1,0,0,1,0,1,2,3
1,1298.04,39.0,1.0,19.39,0,0,0,0,1,1,1,4,0,4,2,0,3,0,3,6,2,2,0,0,0,2
1,1273.63,29.0,1.0,154.64,0,0,0,1,0,0,1,4,1,4,0,0,1,1,0,2,1,1,1,5,1,3
1,1561.88,51.0,0.0,100.72,0,3,2,1,0,2,1,0,2,3,2,0,1,2,1,0,2,3,0,0,1,3
0,171.34,46.0,0.0,153.7,0,1,1,1,1,1,1,1,0,1,1,0,2,0,1,3,2,5,1,1,1,2
0,185.43,42.0,0.0,145.54,0,1,2,2,1,2,2,1,0,4,0,2,5,1,2,8,4,3,0,0,0,1
1,1329.0,33.0,0.0,191.66,1,4,2,1,0,0,0,3,1,5,1,0,1,1,0,2,1,0,2,1,1,0
0,86.37,37.0,0.0,309.1,0,0,1,1,2,3,3,3,0,4,0,1,2,1,4,4,0,2,0,0,1,1
0,8.12,35.0,0.0,74.12,0,2,1,1,0,0,0,3,1,4,2,0,2,1,0,3,1,2,2,0,1,0
0,121.95,38.0,1.0,21.42,0,1,1,2,1,0,4,2,2,1,1,1,2,2,1,4,1,3,3,0,1,3
0,43.21,40.0,1.0,149.24,0,2,3,1,0,1,1,1,2,0,1,1,2,2,1,5,1,2,3,3,2,0
0,55.81,31.0,0.0,30.75,0,2,1,2,3,3,0,0,1,2,3,1,1,2,1,2,2,1,2,1,1,1
0,32.95,47.0,1.0,103.44,1,1,2,2,2,1,0,3,0,1,0,1,1,0,1,6,0,1,1,1,2,2
0,54.71,23.0,0.0,131.37,0,1,1,1,0,0,1,1,3,1,0,0,4,3,1,2,0,1,0,3,1,3
1,1419.91,50.0,2.0,50.7,0,2,2,0,1,0,0,1,4,3,0,2,1,1,1,1,0,1,0,1,2,3
0,10.07,42.0,1.0,41.28,0,3,0,1,2,2,0,2,0,5,0,0,1,0,2,4,1,4,2,1,0,0
0,9.88,62.0,0.0,62.22,0,2,0,2,0,1,2,2,0,3,1,1,2,1,0,1,2,1,0,1,1,0
0,4.65,35.0,0.0,99.19,0,0,0,0,1,3,1,1,1,5,1,0,0,2,1,1,2,1,3,1,0,1
0,118.37,24.0,1.0,32.93,0,0,0,0,1,0,2,3,3,5,0,0,3,1,2,1,2,4,1,2,0,2
1,1051.36,41.0,1.0,392.01,0,3,2,0,2,1,0,2,2,1,0,1,3,0,2,4,1,1,1,3,0,0
1,894.78,27.0,0.0,10.94,0,1,1,2,1,0,0,2,1,0,0,3,7,0,1,1,0,1,1,0,1,0
0,31.98,33.0,1.0,31.35,0,1,0,0,2,1,0,0,2,1,1,3,2,0,0,3,4,3,1,1,4,2
1,1625.49,38.0,0.0,190.76,1,1,0,0,1,1,1,2,3,5,0,2,1,0,1,5,1,1,0,0,3,3
0,89.59,44.0,0.0,80.01,0,1,1,2,2,1,1,4,0,5,1,1,3,3,1,1,1,3,1,1,0,2
1,1207.87,34.0,0.0,199.65,0,2,2,0,0,1,1,0,1,1,1,0,2,1,0,3,0,0,1,2,2,4
1,1398.49,53.0,2.0,36.43,0,2,2,1,1,3,1,2,2,4,0,2,1,0,2,1,2,1,2,2,0,1
0,236.98,33.0,1.0,259.71,0,0,1,0,0,0,1,3,1,2,2,1,2,1,1,0,0,1,0,0,0,4
1,876.76,33.0,1.0,0.02,0,2,1,0,1,2,0,3,0,2,1,3,1,1,1,4,0,0,1,2,0,1
0,185.54,44.0,0.0,38.86,0,0,1,0,0,0,0,5,0,5,0,1,0,1,2,1,1,3,1,1,0,0
1,851.93,63.0,0.0,75.02,0,0,2,0,1,0,0,0,0,4,0,2,2,1,1,1,0,1,0,1,1,1
0,200.58,41.0,0.0,149.88,0,0,0,0,2,2,0,2,1,3,1,1,1,0,1,0,0,2,1,1,2,1
1,1373.98,28.0,0.0,132.98,0,1,3,1,2,3,0,0,0,4,0,1,3,1,3,2,0,2,1,0,1,1
1,1168.66,26.0,1.0,125.42,0,0,0,2,1,2,1,0,1,4,1,0,1,0,3,2,0,0,0,0,3,2
0,7.24,43.0,0.0,54.07,0,0,1,0,1,1,1,2,1,4,2,3,1,1,1,2,0,2,0,1,0,5
1,1236.28,34.0,0.0,211.94,0,2,1,0,0,2,1,1,0,2,1,0,1,1,2,1,1,1,1,0,1,4
1,1517.82,36.0,0.0,2.56,0,1,0,1,1,0,0,4,1,7,1,0,0,1,0,0,2,2,1,2,3,1
0,115.45,30.0,1.0,49.15,0,0,3,2,0,0,3,1,2,6,5,0,2,1,1,3,1,1,1,0,0,2
1,1737.91,28.0,0.0,13.93,0,5,0,0,2,1,2,3,2,4,1,0,0,0,1,3,1,3,1,1,4,2
1,1009.44,39.0,0.0,10.57,0,0,1,2,0,1,1,3,0,2,4,0,3,0,1,1,0,2,0,0,0,1
0,115.76,38.0,0.0,627.37,0,0,3,3,0,2,1,4,1,3,0,3,1,1,0,1,1,4,1,1,0,1
1,1007.15,19.0,0.0,21.73,0,2,1,1,0,1,0,2,0,2,1,1,1,1,0,0,1,3,1,3,1,1
1,1190.79,43.0,1.0,82.82,0,1,0,1,0,0,1,1,1,4,1,0,3,1,0,4,0,0,1,1,1,4
1,1402.61,45.0,1.0,115.73,0,0,1,0,1,1,1,2,2,2,1,1,3,1,0,2,2,1,1,0,0,2
1,1407.34,38.0,2.0,8.03,0,3,2,0,0,1,3,1,0,3,0,0,2,1,1,3,2,0,0,2,2,1
0,91.18,52.0,1.0,23.27,0,0,1,1,0,1,3,3,0,2,1,1,2,0,0,0,0,3,0,1,0,1
0,317.75,43.0,3.0,327.9,1,1,0,2,1,2,0,2,1,3,3,1,1,3,1,1,1,4,3,1,1,2
0,74.46,38.0,0.0,26.41,0,1,1,0,1,0,2,3,0,4,0,1,4,1,0,0,1,2,0,1,1,0
0,14.05,42.0,1.0,176.35,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,2,1,3,0,3,1,0
1,1052.51,45.0,1.0,19.67,0,2,0,1,2,1,0,4,2,3,1,0,0,1,2,0,0,0,0,1,1,1
1,1536.7,50.0,0.0,290.34,0,0,2,0,1,1,0,2,2,3,1,0,2,1,2,1,2,3,0,2,0,3
0,32.95,45.0,0.0,3.28,0,0,0,0,0,3,1,0,0,3,1,0,1,0,1,2,2,1,1,2,1,0
1,1356.52,51.0,0.0,103.87,0,0,2,0,0,2,2,1,0,2,3,0,3,1,0,1,1,1,0,0,0,3
1,1000.87,30.0,0.0,32.05,0,3,0,0,1,1,0,4,1,3,0,0,1,0,0,2,1,1,0,1,0,3
0,73.03,34.0,0.0,15.1,0,2,0,1,3,2,0,2,2,1,3,0,2,0,2,2,0,4,1,1,0,0
1,1374.01,66.0,1.0,3.25,0,2,1,1,2,0,1,3,0,5,2,0,0,1,0,3,0,3,1,1,0,3
1,1533.14,29.0,0.0,35.78,0,0,0,0,2,1,0,2,2,5,1,0,1,0,0,2,2,1,1,0,4,2
0,83.5,28.0,1.0,22.0,0,0,2,0,1,2,2,1,0,3,3,1,2,2,2,1,2,2,0,2,1,2
1,1663.51,36.0,2.0,44.68,0,0,0,2,3,3,1,4,1,1,1,1,3,1,0,2,1,0,0,0,0,5
1,1060.32,63.0,0.0,111.68,0,0,0,0,0,3,1,1,0,1,3,0,2,1,0,3,1,4,1,4,0,1
1,1438.94,34.0,0.0,3.31,0,1,0,2,2,4,3,1,0,3,1,3,2,2,3,1,0,3,0,2,0,2
0,158.36,32.0,2.0,292.3,0,5,1,0,0,1,1,4,2,1,1,0,2,0,1,2,1,6,5,0,2,1
1,2030.11,22.0,1.0,321.75,0,0,1,1,0,1,4,1,2,4,2,0,0,1,2,2,2,0,5,0,0,4
1,1477.67,35.0,0.0,138.4,0,1,1,0,1,1,1,1,2,1,0,1,0,0,0,3,1,3,2,4,2,4
0,97.95,60.0,0.0,98.5,0,0,0,2,2,1,1,4,0,3,2,0,1,1,2,1,2,0,0,1,2,3
1,1370.48,44.0,0.0,32.39,0,1,2,0,1,1,2,1,0,0,1,2,2,3,0,0,3,0,0,0,1,3
1,1176.36,39.0,1.0,255.46,0,1,1,2,1,0,0,0,0,3,0,3,1,0,0,3,0,2,2,0,1,4
0,37.82,52.0,0.0,152.14,0,0,1,0,0,1,1,1,1,2,0,0,4,0,0,2,1,2,1,1,3,1
0,30.47,56.0,0.0,191.44,0,4,2,1,0,0,2,3,0,4,1,2,0,0,1,1,1,1,2,2,2,4
0,58.43,29.0,0.0,128.73,1,2,1,0,2,1,2,1,1,1,0,1,1,2,0,3,1,1,0,1,0,2
1,1575.3,25.0,1.0,145.86,0,0,0,2,0,1,1,1,4,1,3,0,5,2,3,3,2,1,1,0,1,2
0,154.8,41.0,0.0,61.14,0,1,2,2,0,0,1,1,1,2,1,4,2,3,0,3,0,2,1,2,2,3
0,65.68,26.0,1.0,7.41,0,1,1,0,1,0,1,2,0,1,1,0,4,2,3,2,2,0,2,1,0,1
0,32.99,47.0,1.0,36.21,0,1,1,1,0,2,2,2,1,3,1,0,3,0,2,2,1,3,1,0,0,0
0,612.9,47.0,0.0,165.58,0,0,1,1,0,0,0,1,2,3,0,1,1,0,1,3,0,1,1,3,0,1
0,26.47,60.0,0.0,169.54,0,2,0,1,2,1,0,2,1,2,1,2,0,1,1,1,2,2,2,2,2,2
0,6.69,48.0,1.0,79.14,0,0,1,1,2,0,0,1,1,5,2,0,2,0,0,3,0,3,1,1,1,4
0,93.04,20.0,1.0,66.88,0,1,2,1,0,3,1,2,1,4,0,2,2,1,1,4,0,1,1,0,0,2
0,248.04,56.0,1.0,125.22,0,0,1,0,0,0,2,1,1,2,1,0,2,2,0,1,0,4,1,1,1,3
1,1823.96,52.0,0.0,46.1,1,0,4,1,0,0,1,0,2,0,1,1,4,2,1,0,3,2,1,1,2,2
0,71.95,43.0,1.0,72.33,0,1,0,1,1,3,2,0,1,7,1,3,2,1,2,3,4,1,3,0,1,5
1,792.55,36.0,0.0,90.65,0,0,0,0,0,1,1,1,1,4,0,0,3,2,0,1,1,1,0,2,0,0
1,1284.1,23.0,0.0,17.41,0,3,1,1,3,0,0,1,1,2,2,0,2,1,2,0,0,3,1,0,0,2
1,1315.43,24.0,0.0,55.19,0,0,0,0,0,0,0,0,0,4,2,1,0,1,2,1,1,3,0,3,1,6
0,92.6,43.0,0.0,57.38,0,1,2,0,2,2,2,1,2,2,0,0,0,0,2,5,1,3,0,3,2,1
0,51.14,44.0,0.0,196.9,0,0,4,2,2,2,1,1,1,4,2,1,1,1,3,3,2,0,0,0,1,0
1,1283.42,32.0,0.0,79.56,0,1,1,2,1,1,0,0,0,3,0,0,3,1,1,3,1,5,2,4,1,0
0,49.39,58.0,2.0,52.72,0,2,0,0,2,1,1,4,1,4,1,1,5,1,0,1,1,5,0,2,1,0
0,104.4,35.0,0.0,84.27,0,0,2,0,2,1,0,1,3,4,1,2,3,0,0,4,0,0,0,3,3,2
0,447.83,33.0,0.0,171.78,0,0,1,0,1,1,1,2,1,3,0,1,4,2,1,3,0,2,1,1,0,0
0,89.6,39.0,1.0,11.86,0,0,0,0,0,2,1,1,1,3,0,1,1,2,0,1,1,2,2,1,2,1
0,11.21,43.0,0.0,159.46,1,1,0,3,0,1,1,4,1,3,2,1,4,1,0,3,0,1,0,0,2,1
0,1.15,53.0,0.0,76.14,0,3,1,1,0,0,1,3,1,3,2,1,2,1,1,3,1,1,1,1,2,1
1,24664.81,29.0,0.0,41732.14,0,1,1,1,2,0,0,0,1,4,2,0,1,0,0,0,2,1,0,0,2,0
0,144.27,67.0,0.0,79.78,0,0,2,0,3,2,0,2,0,2,0,0,1,2,0,1,2,0,1,1,0,5
0,34.02,21.0,0.0,22.81,1,0,3,0,0,0,0,3,1,3,0,1,2,0,1,2,1,1,2,1,0,3
0,55.56,30.0,1.0,46.03,0,0,5,0,1,0,0,4,2,4,1,1,3,0,2,3,2,1,1,0,0,7
0,9.53,64.0,0.0,17.55,0,2,2,0,3,0,2,0,0,4,1,1,2,1,0,2,0,1,1,0,0,4
1,1454.29,47.0,1.0,151.93,0,0,1,0,0,3,1,2,0,3,0,1,4,3,2,0,0,1,1,0,0,1
1,1689.04,24.0,0.0,193.86,1,0,1,0,1,1,2,4,1,3,2,0,6,0,1,4,4,1,0,1,1,0
0,7.37,47.0,1.0,22.68,0,3,1,0,0,0,1,4,0,2,1,0,1,0,1,1,1,4,0,1,0,2
1,1460.55,31.0,0.0,14.07,0,4,1,1,0,1,1,2,1,3,1,0,2,0,0,5,2,1,3,2,0,3
0,10.33,26.0,0.0,112.27,0,1,2,0,1,2,2,2,1,6,2,1,2,1,2,3,1,2,0,1,3,1
0,37.2,41.0,0.0,17.18,0,0,0,0,1,1,0,0,1,5,0,1,1,1,1,3,1,5,0,0,1,3
1,1701.98,23.0,0.0,33.65,0,2,3,1,2,2,1,2,1,2,3,0,5,1,0,1,2,3,0,2,0,2
0,213.42,36.0,0.0,100.42,0,1,0,1,1,2,2,1,1,2,1,2,1,0,0,0,1,4,1,2,1,2
0,28.91,24.0,0.0,70.64,0,1,1,0,1,2,3,2,1,3,0,2,2,0,1,4,0,2,1,1,2,0
1,1391.77,43.0,1.0,150.55,0,0,0,0,1,1,2,2,0,4,0,0,4,1,0,1,1,1,0,2,1,4
1,1191.38,37.0,1.0,178.1,0,0,2,2,1,0,1,1,0,2,1,1,5,0,0,2,2,2,0,0,0,2
0,36.47,21.0,1.0,252.48,0,3,1,1,0,2,0,1,2,4,0,0,6,0,0,3,1,1,0,3,2,1
1,834.08,25.0,0.0,227.51,0,0,1,0,1,1,1,2,2,1,0,0,1,0,0,0,0,2,0,0,2,0
1,1549.41,24.0,1.0,11.88,0,1,2,1,4,0,0,3,0,6,2,0,2,0,1,4,0,2,0,0,1,2
0,146.83,50.0,0.0,157.42,0,0,2,2,1,0,0,2,1,2,0,0,3,0,0,1,1,3,2,2,0,2
0,13.66,37.0,1.0,90.24,0,3,1,0,0,1,2,2,2,1,1,0,7,1,0,2,1,2,2,1,1,2
0,30.91,41.0,0.0,33.83,0,2,1,2,0,0,2,1,0,1,1,1,2,0,2,1,1,1,0,1,0,2
1,922.12,32.0,0.0,18.94,0,0,0,0,3,1,0,1,1,1,2,2,2,1,1,2,1,0,0,2,0,1
0,55.66,27.0,0.0,116.84,0,0,2,1,2,3,0,2,1,2,1,2,1,0,1,3,1,1,1,0,1,5
1,1118.48,41.0,1.0,84.25,0,0,1,2,0,1,0,2,1,2,4,1,4,0,1,0,0,3,0,0,0,1
0,19.64,45.0,1.0,145.05,0,2,1,1,0,1,1,2,0,3,1,1,4,1,2,2,2,2,1,2,2,2
1,1584.87,18.0,0.0,12.93,0,2,0,2,2,0,1,2,1,7,0,3,1,2,3,1,0,5,1,1,1,1
1,1174.38,45.0,0.0,52.86,0,0,1,1,1,1,1,2,0,3,0,1,1,1,1,1,0,3,1,1,3,1
0,106.98,35.0,1.0,86.49,0,0,0,1,0,1,1,4,0,2,3,0,1,1,2,3,0,3,0,1,0,5
1,1608.5,44.0,0.0,13.02,0,2,0,1,3,1,1,4,2,2,0,3,0,1,2,1,1,3,1,0,1,3
0,9.7,28.0,0.0,79.85,0,1,1,0,1,0,0,2,2,4,0,0,2,3,0,1,0,1,2,1,0,2
0,212.33,39.0,0.0,202.45,0,0,2,0,0,0,1,2,0,4,1,0,4,0,2,3,0,0,0,0,1,2
1,1780.04,62.0,0.0,6.32,0,0,2,0,2,1,3,2,1,2,0,1,3,2,0,2,1,3,1,0,2,4
0,16.62,59.0,1.0,152.07,0,4,1,0,3,1,0,5,0,4,1,0,4,1,0,2,1,3,1,1,0,1
1,905.12,28.0,0.0,56.94,0,0,0,1,1,2,0,4,0,2,0,0,2,0,0,3,0,3,0,0,0,3
0,30.19,55.0,0.0,372.71,0,2,0,0,1,0,1,1,1,8,0,0,5,1,0,3,1,2,0,2,2,0
1,1613.81,26.0,1.0,214.78,0,0,2,4,0,2,1,4,1,3,1,2,1,2,1,3,2,2,1,0,0,2
1,1201.41,52.0,0.0,7.8,1,1,1,2,1,1,0,2,1,4,1,1,1,0,0,0,0,2,0,0,1,1
0,61.29,39.0,1.0,73.84,0,2,0,0,1,0,1,1,3,3,1,4,1,3,1,2,2,1,0,1,1,0
1,1851.83,29.0,1.0,7.6,0,2,1,0,2,2,2,2,1,4,2,0,4,1,1,2,1,3,2,0,2,3
0,45.99,32.0,0.0,64.51,0,0,0,2,1,1,1,2,0,2,2,0,3,1,0,1,1,1,0,2,0,2
1,1863.37,37.0,0.0,106.02,0,1,3,3,1,1,1,3,0,5,1,1,0,2,0,2,1,1,0,0,4,3
0,3.69,31.0,0.0,7.03,0,1,3,0,0,0,1,2,1,4,2,1,3,3,0,3,1,0,1,1,0,1
0,81.15,33.0,1.0,9.83,0,1,2,2,0,1,0,2,1,2,0,1,3,3,1,4,0,1,0,0,0,4
1,1186.1,36.0,1.0,47.77,0,1,1,0,0,1,1,1,0,3,2,1,2,0,2,4,1,0,2,0,2,2
0,327.33,75.0,1.0,256.83,0,1,0,1,1,4,1,2,1,4,0,1,0,0,0,3,2,4,2,0,3,3
0,1.08,44.0,0.0,298.88,0,4,2,0,1,1,1,4,2,6,2,0,3,0,0,4,3,1,1,1,2,2
0,74.94,21.0,0.0,74.54,0,1,0,0,2,0,0,0,0,3,5,2,2,1,2,2,0,0,0,2,2,0
0,163.25,39.0,1.0,49.51,0,2,1,3,0,0,0,5,1,3,2,0,2,0,3,2,0,3,1,0,0,1
0,41.08,32.0,1.0,6.88,1,2,2,0,2,1,0,0,3,1,1,3,2,1,0,0,1,4,1,0,1,4
1,1228.11,43.0,1.0,12.83,0,1,0,1,1,0,0,2,2,4,0,2,1,1,0,1,2,6,1,1,0,1
0,42.53,35.0,0.0,8.13,0,1,0,0,1,1,0,3,1,3,3,0,4,1,3,0,1,3,1,0,1,0
0,283.49,30.0,0.0,140.57,0,2,0,2,1,2,1,2,1,1,1,0,1,1,0,4,0,1,1,2,4,1
0,8.26,18.0,0.0,197.78,0,0,1,4,1,1,0,1,1,4,0,0,1,1,1,1,0,2,1,1,3,0
1,913.1,49.0,0.0,49.59,0,1,0,0,1,0,1,0,0,2,1,1,2,1,0,0,2,1,0,1,1,2
0,9.42,49.0,0.0,577.7,0,0,0,1,2,1,0,0,2,3,1,0,4,0,0,1,4,2,1,1,1,2
1,1341.23,39.0,0.0,45.13,0,2,1,2,1,0,0,1,1,3,1,1,4,4,0,2,1,0,1,0,0,2
0,186.97,48.0,1.0,31.78,1,1,2,0,1,1,0,1,0,6,5,0,0,0,0,7,0,2,0,0,1,0
0,138.16,58.0,1.0,241.65,0,1,1,3,5,2,0,1,0,3,3,1,2,1,1,3,2,2,0,2,0,2
0,187.81,36.0,1.0,242.18,1,0,0,0,1,1,1,3,0,1,2,1,1,0,1,3,0,2,3,0,3,3
1,2012.44,36.0,0.0,115.59,0,1,3,0,1,2,3,3,1,3,0,0,6,2,3,1,0,2,2,2,2,4
1,1438.26,36.0,0.0,19.33,0,1,0,4,0,0,0,3,2,3,1,1,1,1,1,0,3,1,0,1,4,0
0,300.77,35.0,2.0,85.2,0,2,0,1,1,0,2,3,2,2,4,0,2,0,0,1,4,2,1,0,2,3
1,1231.94,35.0,0.0,354.89,1,3,1,2,0,1,2,1,0,3,1,0,0,0,0,0,3,1,0,1,2,1
1,1542.45,45.0,0.0,46.04,0,2,2,1,1,0,0,5,0,4,1,2,2,1,1,3,2,0,3,3,1,0
0,83.43,31.0,0.0,81.07,0,0,2,1,1,2,1,3,1,4,1,0,2,2,2,1,1,0,4,0,3,1
1,1023.56,30.0,1.0,98.2,0,0,2,1,0,2,1,3,0,1,1,1,4,0,0,2,0,0,1,0,1,2
1,986.13,28.0,2.0,93.35,0,0,1,1,1,0,2,1,0,3,1,0,2,0,0,1,1,0,1,0,1,1
0,356.84,35.0,1.0,114.57,0,1,2,1,0,1,2,3,0,1,0,0,3,1,0,1,1,4,0,2,0,2
0,304.68,43.0,1.0,143.86,0,0,2,1,0,1,0,2,1,2,0,2,1,1,2,3,1,1,2,2,0,3
0,30.06,38.0,0.0,58.57,0,4,2,1,0,1,2,2,0,4,0,1,2,1,2,1,0,2,2,1,0,1
0,19.04,33.0,0.0,7.34,0,2,0,3,0,0,0,2,1,4,0,2,4,2,0,3,2,2,1,1,1,1
0,54.72,41.0,1.0,50.89,0,1,0,0,0,1,1,6,3,7,4,3,3,2,2,1,0,3,0,0,1,0
0,42.36,42.0,0.0,472.29,0,0,2,1,0,0,3,0,1,4,0,0,3,1,0,3,1,3,2,1,0,0
0,15.52,32.0,1.0,26.31,0,1,0,0,0,0,1,0,0,4,1,0,1,0,1,2,0,2,1,1,2,4
1,1200.33,38.0,1.0,240.92,1,0,1,2,2,1,0,2,1,1,0,2,2,1,0,0,3,1,2,2,0,0
1,1093.69,49.0,0.0,108.21,0,0,0,0,2,1,1,5,0,1,1,1,2,0,1,4,0,1,1,0,1,2
1,1270.04,49.0,0.0,126.75,0,1,0,0,2,2,0,2,1,2,2,2,1,1,0,2,2,4,0,0,2,1
0,18.63,46.0,0.0,46.3,0,0,1,0,3,1,2,2,0,4,0,0,0,0,0,2,1,3,0,1,1,0
0,184.99,31.0,0.0,77.47,0,1,3,3,2,2,0,3,2,2,1,0,1,3,2,4,3,2,2,0,1,4
0,56.9,40.0,1.0,57.62,0,1,1,3,0,1,0,1,0,6,1,0,0,1,0,4,2,2,2,0,0,2
0,3.67,42.0,0.0,213.83,0,0,2,3,3,1,0,4,0,3,1,1,1,1,0,1,0,1,0,3,0,3
1,1419.42,45.0,0.0,26.28,0,1,2,4,2,1,0,2,0,1,0,0,1,0,3,1,1,4,1,0,1,3
1,1186.07,53.0,1.0,13.8,0,2,1,1,1,0,0,0,2,7,0,0,2,2,0,1,0,2,1,0,0,1
0,58.74,37.0,0.0,25.72,0,3,1,1,2,0,1,4,0,4,0,2,2,1,1,1,1,2,3,2,3,2
0,428.68,45.0,0.0,259.44,0,0,1,1,1,0,0,1,1,1,2,1,4,1,1,3,2,5,0,1,3,0
0,383.5,49.0,1.0,166.95,0,2,1,0,0,2,0,1,3,4,1,0,3,0,1,2,2,1,1,1,0,1
1,1584.49,55.0,0.0,204.97,0,1,1,1,1,1,2,4,0,3,1,0,3,0,1,5,0,1,0,2,2,2
1,1091.66,26.0,1.0,58.27,0,3,1,1,1,0,2,2,0,3,2,1,1,0,0,0,0,1,0,0,2,1
0,164.1,31.0,0.0,3.43,0,0,0,0,1,1,0,2,0,8,1,0,2,1,0,2,0,2,0,4,2,2
1,1107.42,29.0,0.0,126.67,0,0,1,0,0,0,1,0,1,1,1,1,2,3,2,0,2,1,2,2,0,1
0,253.78,25.0,1.0,352.13,0,0,1,1,1,1,2,4,1,1,0,0,3,2,2,5,0,1,3,0,0,1
1,4305.66,50.0,0.0,49493.4,0,1,0,0,0,1,0,2,2,3,1,4,1,1,1,0,2,4,0,0,1,2
1,1134.81,61.0,1.0,151.69,0,2,0,2,0,0,3,1,0,3,0,2,1,0,4,1,1,0,1,0,1,2
1,1244.46,24.0,0.0,59.68,0,0,2,2,0,0,1,0,0,2,1,2,1,0,0,2,2,1,2,1,4,0
1,1354.16,31.0,1.0,154.7,0,0,1,4,0,2,1,0,3,1,2,1,0,1,1,0,0,3,1,0,0,4
1,2438.51,34.0,0.0,1082.19,0,0,2,0,0,2,0,3,1,4,0,0,3,1,1,4,3,3,0,3,1,2
0,10.77,50.0,0.0,10.22,0,1,0,2,1,1,1,1,2,3,0,0,1,2,0,0,1,1,0,1,0,1
1,904.69,33.0,0.0,77.62,0,1,0,0,1,1,0,1,0,4,0,0,0,0,0,2,2,1,0,2,1,1
1,1257.26,63.0,0.0,63.85,0,0,0,0,0,1,1,2,2,2,3,3,1,0,1,0,2,0,1,2,1,1
0,74.02,72.0,1.0,53.44,0,1,0,2,1,2,0,0,1,1,0,2,1,0,1,2,0,2,2,0,1,2
1,1301.69,37.0,2.0,32.06,0,0,2,0,1,0,2,1,0,4,2,1,1,0,1,2,0,1,1,1,0,4
1,2098.36,49.0,0.0,151.92,1,0,3,1,2,0,1,3,1,5,2,2,3,1,1,3,2,4,1,0,0,4
1,1096.51,58.0,0.0,432.06,0,1,0,2,0,1,0,2,0,4,0,0,1,2,1,3,1,2,1,0,0,2
0,115.18,28.0,0.0,25.04,0,0,2,1,2,0,0,1,0,2,2,0,1,1,1,2,2,3,1,1,3,0
0,42.18,26.0,1.0,13.78,1,2,2,0,1,0,1,2,1,3,1,0,3,3,1,1,0,1,1,2,0,1
0,57.87,29.0,0.0,19.08,0,2,1,0,1,1,3,1,2,4,0,0,1,0,0,1,0,1,0,0,0,1
0,13.97,34.0,0.0,128.17,0,2,1,0,2,1,0,1,1,3,1,1,2,1,0,4,0,1,1,3,0,1
1,1624.13,30.0,2.0,50.17,0,1,2,1,0,2,0,3,0,5,0,1,2,2,1,2,0,7,0,1,1,3
0,67.18,35.0,0.0,87.4,0,2,0,0,3,0,2,3,0,3,3,2,1,0,2,1,1,1,0,1,0,4
0,41.33,26.0,0.0,50.23,0,2,0,0,1,1,2,2,2,3,0,0,2,0,3,1,1,0,1,1,2,1
1,1444.96,41.0,1.0,278.9,0,1,1,0,1,3,0,1,1,4,0,0,0,2,2,1,0,2,0,0,0,2
1,915.47,43.0,0.0,296.34,0,2,0,0,3,1,2,1,0,1,0,0,1,1,0,0,0,2,0,1,0,3
0,112.54,67.0,0.0,67.4,0,1,2,2,2,0,0,3,1,2,1,2,1,0,1,3,0,4,1,0,0,1
0,1.46,62.0,0.0,293.71,0,2,2,0,1,0,2,3,0,3,1,1,2,0,1,6,2,2,2,0,1,0
1,1250.87,45.0,0.0,22.16,0,1,0,2,0,0,2,0,1,6,0,1,2,0,1,0,0,1,3,3,2,1
0,63.44,38.0,1.0,60.95,0,0,1,0,1,4,0,2,3,7,1,1,2,2,1,2,0,2,1,1,0,4
0,94.91,55.0,0.0,119.78,0,3,2,0,0,1,0,4,0,2,1,1,1,0,0,1,0,1,1,0,2,3
1,1821.0,48.0,1.0,16.59,0,0,0,1,1,0,2,1,0,3,1,0,0,1,1,4,3,1,1,0,4,3
0,43.84,30.0,2.0,14.23,0,1,1,1,0,2,0,1,3,3,0,2,1,0,1,3,1,3,1,0,1,1
0,44.53,33.0,1.0,35.72,1,2,0,0,1,2,0,4,3,2,1,1,2,0,0,2,3,4,0,1,2,2
0,91.92,44.0,0.0,166.33,0,0,2,1,0,1,1,4,5,3,1,2,3,0,3,1,1,1,2,3,1,1
1,1613.53,31.0,0.0,151.71,0,0,0,0,0,0,1,4,0,6,0,0,1,3,0,2,0,2,3,1,0,2
